NOME_PRODUTO,CLASSE_TERAPEUTICA,PRINCIPIO_ATIVO
ZINA,ANTIALERGICOS,DICLORIDRATO DE LEVOCETIRIZINA
ZINACEF,ANTIBIOTICOS SISTEMICOS SIMPLES,CEFUROXIMA SÓDICA
ZINFORO,CEFALOSPORINAS,CEFTAROLINA FOSAMILA
ZINLERG,ANTIALERGICOS,DICLORIDRATO DE LEVOCETIRIZINA
ZINNAT,ANTINFECCIOSOS,AXETIL CEFUROXIMA
ZINPASS,ANTILIPEMICOS,ROSUVASTATINA CÁLCICA
ZINPASS® EZE,ANTILIPEMICOS,EZETIMIBA +  ROSUVASTATINA CÁLCICA
ZIOR,ANTIMICOTICO,
ZIPROL,ANTIACIDOS E ANTIULCEROSOS,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO
ZIPTUSS,ANTITUSSIGENOS SIMPLES,DROPROPIZINA
ZIRABEV,ANTINEOPLASICO,BEVACIZUMABE
ZIRK,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
ZITROBIOL,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
ZITROMAX,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
ZITRONEO,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
ZOBILAR,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,TOBRAMICINA
ZODEL,ANTIDEPRESSIVOS,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO
ZODNEY,SUPRESSORES DA REABSORCAO OSSEA,ÁCIDO ZOLEDRÔNICO
ZOFRAN,ANTIEMETICOS E ANTINAUSEANTES,CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO
ZOLADEX,ANTINEOPLASICO,ACETATO DE GOSSERRELINA
ZOLCRIS,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,RILUZOL
ZOLDAC,ANSIOLITICOS SIMPLES,ALPRAZOLAM
ZOLFEST D,ANSIOLITICOS SIMPLES,HEMITARTARATO DE ZOLPIDEM
ZOLIBBS,ANTINEOPLASICO,ÁCIDO ZOLEDRÔNICO MONOIDRATADO
ZOLMICOL,ANTIMICOTICOS SISTEMICOS,CETOCONAZOL
ZOLOFT,ANTIDEPRESSIVOS,CLORIDRATO DE SERTRALINA
ZOLPAZ,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
ZOLPROX,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
ZOLREM SL,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
ZOLTEC,ANTIMICOTICOS SISTEMICOS,FLUCONAZOL
ZOMETA,SUPRESSORES DA REABSORCAO OSSEA,ÁCIDO ZOLEDRÔNICO
ZOMI,ANTINEOPLASICOS CITOTOXICOS,BORTEZOMIBE
ZOMIG/ZOMIG OD,ANALGESICOS CONTRA ENXAQUECA,ZOLMITRIPTANA
ZOMYLE,AGENTES ANTINEOPLÁSICOS E IMUNOMODULADORES,BORTEZOMIBE
ZONOVATE,FIBRINOLITICOS E PROTEOLITICOS,ALFATUROCTOCOGUE
ZOPISTIL,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
ZOPIX,ANTIPSICOTICOS,OLANZAPINA
ZOSTAVAX,VACINAS,VÍRUS DA VARICELA -ZOSTER
ZOTEON PÓ,AMINOGLICOSIDEOS,TOBRAMICINA
ZOUP SL,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
ZOVIRAX,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),ACICLOVIR
ZOXYLAB,ANTIPARASITARIOS,NITAZOXANIDA
ZYAD,VASODILATADORES,TADALAFILA
ZYBINA,ANTINEOPLASICO,CLORIDRATO DE GENCITABINA
ZYCITAPRAM,ANTIDEPRESSIVOS,BROMIDRATO DE CITALOPRAM
ZYDENA,VASODILATADORES,UDENAFILA
ZYFLOXIN,ANTIDEPRESSIVOS,CLORIDRATO DE FLUOXETINA
ZYLCAS,ANTIASMATICOS,MONTELUCASTE DE SÓDIO
ZYLET,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,ETABONATO DE LOTEPREDNOL +  TOBRAMICINA
ZYLINOX,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
ZYLINOX SL,HIPNOTICOS,HEMITARTARATO DE ZOLPIDEM
ZYLORIC,ALOPURINOL + ANTIGOTOSOS,ALOPURINOL
ZYLPEN,ANTIBIOTICOS SISTEMICOS SIMPLES,MEROPENÉM
ZYMAR,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,GATIFLOXACINO
ZYMEA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,CLORIDRATO DE DONEPEZILA
ZYMPALIX,ANSIOLITICOS SIMPLES,PASSIFLORA INCARNATA L.
ZYNVIR,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),ACICLOVIR SÓDICO
ZYPAROX,ANTIDEPRESSIVOS,CLORIDRATO DE PAROXETINA
ZYPRED,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,ACETATO DE PREDNISOLONA +  GATIFLOXACINO SESQUI-HIDRATADO
ZYPREXA,ANTIPSICOTICOS,OLANZAPINA
ZYRTEC,ANTIALERGICOS,DICLORIDRATO DE CETIRIZINA
ZYSERTIN,ANTIDEPRESSIVOS,CLORIDRATO DE SERTRALINA
ZYTIGA,OUTROS ANTINEOPLASICOS,ACETATO DE ABIRATERONA
ZYTIGA®,OUTROS ANTINEOPLASICOS,ACETATO DE ABIRATERONA
ZYTRA,ANALGESICOS NARCOTICOS,CLORIDRATO DE TRAMADOL
ZYVALPREX,ANTICONVULSIVANTES,DIVALPROATO DE SÓDIO +  ÁCIDO CÍTRICO
ZYVIFAX,ANTIDEPRESSIVOS,CLORIDRATO DE VENLAFAXINA
ZYVOX,ANTIBIOTICOS SISTEMICOS SIMPLES,LINEZOLIDA
ZYXEM,ANTIALERGICOS,DICLORIDRATO DE LEVOCETIRIZINA
Zaltrap,OUTROS ANTINEOPLASICOS,AFLIBERCEPTE
Zedora,ANTINEOPLASICO,TRASTUZUMABE
Zeterina,ANTILIPEMICOS,EZETIMIBA
ZincTrace,NUTRIENTES PARENTERAIS,SULFATO DE ZINCO HEPTAIDRATADO
Zolgensma,OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO,ONASEMNOGENO ABEPARVOVEQUE
Zostide,OUTROS ANTINEOPLASICOS,ACETATO DE ABIRATERONA
acebrofilina,BRONCODILATADORES,ACEBROFILINA
aceclofenaco,ANTINFLAMATORIOS,ACECLOFENACO
acetato de abiraterona,ANTINEOPLASICO,ACETATO DE ABIRATERONA
acetato de abiraterona,AGENTES ANTINEOPLÁSICOS,ACETATO DE ABIRATERONA
acetato de abiraterona,OUTROS ANTINEOPLASICOS,ACETATO DE ABIRATERONA
acetato de atosibana,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,ACETATO DE ATOSIBANA
acetato de caspofungina,ANTI-FUNGICOS,ACETATO DE CASPOFUNGINA
acetato de ciproterona,PROGESTAGENOS SIMPLES,ACETATO DE CIPROTERONA
acetato de ciproterona + etinilestradiol,PRODUTOS ANTI-ACNE,ACETATO DE CIPROTERONA +  ETINILESTRADIOL
acetato de ciproterona + etinilestradiol,ANDROGENOS SIMPLES,ACETATO DE CIPROTERONA +  ETINILESTRADIOL
acetato de ciproterona + etinilestradiol,ANTICONCEPCIONAIS,ACETATO DE CIPROTERONA +  ETINILESTRADIOL
acetato de ciproterona + etinilestradiol,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,ACETATO DE CIPROTERONA +  ETINILESTRADIOL
acetato de ciproterona+etinilestradiol,ANTICONCEPCIONAIS,ACETATO DE CIPROTERONA +  ETINILESTRADIOL
acetato de clomardinona + etinildestradiol,ANTICONCEPCIONAIS,ACETATO DE CLORMADINONA +  ETINILESTRADIOL
acetato de clormadinona + etinilestradiol,ANTICONCEPCIONAIS,ACETATO DE CLORMADINONA +  ETINILESTRADIOL
acetato de desmopressina,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,ACETATO DE DESMOPRESSINA
acetato de dexametasona,GLICOCORTICOIDES SISTEMICOS,ACETATO DE DEXAMETASONA
acetato de dexametasona,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,ACETATO DE DEXAMETASONA
acetato de dexametasona,HORMONIOS CORTICOSTEROIDES,ACETATO DE DEXAMETASONA
acetato de glatirâmer,IMUNOMODULADOR,ACETATO DE GLATIRÂMER
acetato de hidrocortisona,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,ACETATO DE HIDROCORTISONA
acetato de terlipressina,OUTROS PRODUTOS ANTI-HEMORRAGICOS,ACETATO DE TERLIPRESSINA
acetilcisteina,EXPECTORANTES BALSAMICOS E MUCOLITICO,ACETILCISTEÍNA
acetilcisteína,EXPECTORANTES BALSAMICOS E MUCOLITICO,ACETILCISTEÍNA
acetonida de triancinolona,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,TRIANCINOLONA ACETONIDA
acetonido de triancinolona+sulfato de neomicina+gramicidina+nistatina,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,GRAMICIDINA +  NISTATINA +  SULFATO DE NEOMICINA +  TRIANCINOLONA ACETONIDA
aciclovir,ANTIVIROTICOS,ACICLOVIR
aciclovir,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),ACICLOVIR
aciclovir,ANTIVIROTICOS,ACICLOVIR +  ACICLOVIR SÓDICO
aciclovir sódico,ANTIVIRAIS,ACICLOVIR SÓDICO
adapaleno,PRODUTOS ANTI-ACNE,ADAPALENO
adenosina,OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO,ADENOSINA
aero-ifal,BRONCODILATADORES,SULFATO DE SALBUTAMOL
agomelatina,ANTIDEPRESSIVOS,AGOMELATINA
albendazol,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,ALBENDAZOL
alendronato de sódio,SUPRESSORES DA REABSORCAO OSSEA,ALENDRONATO DE SÓDIO
alendronato de sódio,SUPRESSORES DA REABSORCAO OSSEA,ALENDRONATO DE SÓDIO TRI-HIDRATADO
alfaestradiol,ANTIALOPECIA,ALFAESTRADIOL
algestona acetofenida + enantato de estradiol,ANTICONCEPCIONAIS,ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
algestona acetofenida + enantato de estradiol,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
alopurinol,ANTIGOTOSOS,ALOPURINOL
alprazolam,ANSIOLITICOS SIMPLES,ALPRAZOLAM
aminofilina,BRONCODILATADORES,AMINOFILINA
amoxicilina,ANTIBIOTICOS SISTEMICOS SIMPLES,AMOXICILINA TRI-HIDRATADA
amoxicilina,PENICILINA DE AMPLO ESPECTRO,AMOXICILINA TRIHIDRATADA
amoxicilina,PENICILINA DE AMPLO ESPECTRO,AMOXICILINA TRI-HIDRATADA
amoxicilina + claritromicina + esomeprazol,ANTIACIDOS E ANTIULCEROSOS,AMOXICILINA TRI-HIDRATADA +  CLARITROMICINA +  ESOMEPRAZOL MAGNÉSICO DI-HIDRATADO +  ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO
amoxicilina + clavulanato de Potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potassio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potassio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA TRIHIDRATADA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA SÓDICA +  CLAVULANATO DE POTÁSSIO
amoxicilina + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA TRI-HIDRATADA +  AMOXICILINA TRIHIDRATADA +  CLAVULANATO DE POTÁSSIO
amoxicilina sódica + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA SÓDICA +  CLAVULANATO DE POTÁSSIO
amoxicilina tri-hidratada,ANTIBIOTICOS SISTEMICOS SIMPLES,AMOXICILINA TRI-HIDRATADA
amoxicilina tri-hidratada + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO
amoxicilina triidratada,PENICILINA DE AMPLO ESPECTRO,AMOXICILINA TRI-HIDRATADA
amoxicilina triidratada + clavulanato de potássio,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMOXICILINA +  CLAVULANATO DE POTÁSSIO
ampicilina,PENICILINA DE AMPLO ESPECTRO,AMPICILINA +  AMPICILINA TRI-HIDRATADA
ampicilina,PENICILINA DE AMPLO ESPECTRO,AMPICILINA ANIDRA
ampicilina,PENICILINA DE AMPLO ESPECTRO,AMPICILINA
ampicilina sódica,PENICILINA DE AMPLO ESPECTRO,AMPICILINA SÓDICA
ampicilina sódica + sulbactam sódica,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,AMPICILINA SÓDICA +  SULBACTAM SÓDICO
anastrozol,ANTINEOPLASICO,ANASTROZOL
apixabana,ANTICOAGULANTES,APIXABANA
apixabana,ANTITROMBOTICO,APIXABANA
apixabana,AGENTES ANTITROMBÓTICOS,APIXABANA
aripiprazol,ANTIPSICOTICOS,ARIPIPRAZOL
arterox,ANTI-HIPERTENSIVOS SIMPLES,VALSARTANA
atenolol,BETABLOQUEADORES SIMPLES,ATENOLOL
atenolol,ANTI-HIPERTENSIVOS,ATENOLOL
atenolol + clortalidona,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,ATENOLOL +  CLORTALIDONA
atorvastatina cálcica,ANTILIPEMICOS,ATORVASTATINA CÁLCICA
axetilcefuroxima,CEFALOSPORINAS,AXETILCEFUROXIMA
axetilcefuroxima,ANTINFECCIOSOS,AXETILCEFUROXIMA
azacitidina,ANTIMETABOLICOS ANALOGOS DA PIRIMIDINA,AZACITIDINA
azitrimicina di-hidratada,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
azitromicina,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
azitromicina,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA
azitromicina di-hidratada,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA DI-HIDRATADA
azitromicina di-hidratada,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA
azitromicina monoidratada,ANTIBIOTICOS SISTEMICOS SIMPLES,AZITROMICINA MONOIDRATADA
baclofeno,RELAXANTES MUSCULARES CENTRAIS SIMPLES,BACLOFENO
belarina,ANTICONCEPCIONAIS,ACETATO DE CLORMADINONA +  ETINILESTRADIOL
benzoilmetronidazol,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",BENZOILMETRONIDAZOL
benzoilmetronidazol + nistatina + cloreto de benzalcônio,PRODUTOS GINECOLOGICOS TOPICOS,BENZOILMETRONIDAZOL +  CLORETO DE BENZALCÔNIO +  NISTATINA
besilato de anlodipino,ANTI-HIPERTENSIVOS SIMPLES,BESILATO DE ANLODIPINO
besilato de anlodipino,ANTI-HIPERTENSIVOS,BESILATO DE ANLODIPINO
besilato de anlodipino,ANTI-HIPERTENSIVOS SIMPLES + ANTIANGINOSOS E VASODILATADORES,BESILATO DE ANLODIPINO
besilato de anlodipino + losartana potássica,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,BESILATO DE ANLODIPINO +  LOSARTANA POTÁSSICA
besilato de anlodipino + losartana potássica,ANTI-HIPERTENSIVOS,BESILATO DE ANLODIPINO +  LOSARTANA POTÁSSICA
besilato de anlodipino+atenolol,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,ATENOLOL +  BESILATO DE ANLODIPINO
besilato de atracúrio,RELAXANTES MUSCULARES CENTRAIS SIMPLES,BESILATO DE ATRACÚRIO
besilato de atracúrio,RELAXANTES MUSCULARES,BESILATO DE ATRACÚRIO
besilato de cisatracúrio,BLOQUEADOR NEUROMUSCULAR,BESILATO DE CISATRACÚRIO
besilato de levanlodipino,ANTI-HIPERTENSIVOS SIMPLES,BESILATO DE LEVANLODIPINO
bezafibrato,ANTILIPEMICOS,BEZAFIBRATO
bicalutamida,ANTINEOPLASICO,BICALUTAMIDA
bilastina,ANTI-HISTAMINICOS SISTEMICOS,BILASTINA
bimatoprosta,ANTIGLAUCOMATOSOS,BIMATOPROSTA
bissulfato de clopidogrel,OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR,BISSULFATO DE CLOPIDOGREL
bissulfato de clopidogrel,OUTROS PRODUTOS COM ACAO NO APARELHO CARDIOVASCULAR,BISSULFATO DE CLOPIDOGREL
bortezomibe,ANTINEOPLASICOS CITOTOXICOS,BORTEZOMIBE
bosentana,ANTI-HIPERTENSIVOS,BOSENTANA MONOIDRATADA
bosentana,ANTI-HIPERTENSIVOS,BOSENTANA
bromazepam,ANSIOLITICOS SIMPLES,BROMAZEPAM
brometo de ipratrópio,BRONCODILATADORES,BROMETO DE IPRATRÓPIO MONOIDRATADO
brometo de ipratrópio,BRONCODILATADORES,BROMETO DE IPRATRÓPIO
brometo de ipratróprio,BRONCODILATADORES,BROMETO DE IPRATRÓPIO
brometo de pancurônio,BLOQUEADOR NEUROMUSCULAR,BROMETO DE PANCURÔNIO
brometo de pinavério,ANTIESPASMODICOS,BROMETO DE PINAVÉRIO
brometo de rocuronio,BLOQUEADOR NEUROMUSCULAR,BROMETO DE ROCURÔNIO
brometo de rocurônio,BLOQUEADOR NEUROMUSCULAR,BROMETO DE ROCURÔNIO
bromidrato de citalopram,ANTIDEPRESSIVOS,BROMIDRATO DE CITALOPRAM
bromidrato de galantamina,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,BROMIDRATO DE GALANTAMINA
bromoprida,ANTIEMETICOS E ANTINAUSEANTES,BROMOPRIDA
bromoprida,ANTIEMÉTICOS E ANTINAUSEANTES,BROMOPRIDA
butilbrometo de escopolamina,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,BUTILBROMETO DE ESCOPOLAMINA
butilbrometo de escopolamina + dipirona monoidratada,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA
butilbrometo de escopolamina + dipirona sódica,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA
cabazitaxel,ANTINEOPLASICO,CABAZITAXEL
cabergolina,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,CABERGOLINA
cabergolina,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,CABERGOLINA
candesartana cilexetila,ANTI-HIPERTENSIVOS,CANDESARTANA CILEXETILA
candesartana cilexetila,ANTI-HIPERTENSIVOS SIMPLES,CANDESARTANA CILEXETILA
capecitabina,OUTROS ANTINEOPLASICOS,CAPECITABINA
capecitabina,ANTINEOPLASICOS CITOTOXICOS,CAPECITABINA
capecitabina,AGENTES ANTINEOPLÁSICOS,CAPECITABINA
captopril,ANTI-HIPERTENSIVOS SIMPLES,CAPTOPRIL
captopril,ANTI-HIPERTENSIVOS,CAPTOPRIL
carbamazepina,ANTICONVULSIVANTES,CARBAMAZEPINA
carbidopa monoidratada + levodopa,ANTIPARKINSONIANOS,LEVODOPA +  CARBIDOPA MONOIDRATADA
carbocisteína,EXPECTORANTES BALSAMICOS E MUCOLITICO,CARBOCISTEÍNA
carbonato de lítio,ANTIDEPRESSIVOS,CARBONATO DE LÍTIO
carisoprodol + diclofenaco sódico + paracetamol + cafeína,RELAXANTES MUSCULARES,CAFEÍNA +  CARISOPRODOL +  DICLOFENACO DE SÓDIO +  PARACETAMOL
carmustina,NITROSUREIAS ALQUILANTES,CARMUSTINA
carvedilol,ANTI-HIPERTENSIVOS,CARVEDILOL
carvedilol,ANTI-HIPERTENSIVOS SIMPLES,CARVEDILOL
cefaclor,CEFALOSPORINAS,CEFACLOR
cefadroxila,CEFALOSPORINAS,CEFADROXILA
cefalexina,CEFALOSPORINAS,CEFALEXINA
cefalexina,CEFALOSPORINAS,CEFALEXINA MONOIDRATADA
cefalexina,ANTIBIOTICOS SISTEMICOS SIMPLES,CEFALEXINA MONOIDRATADA
cefalexina monoidratada,CEFALOSPORINAS,CEFALEXINA
cefalotina sódica,CEFALOSPORINAS,CEFALOTINA SÓDICA TAMPONADA
cefalotina sódica,ANTIBIOTICOS SISTEMICOS SIMPLES,CEFALOTINA SODICA
cefazolina sódica,CEFALOSPORINAS,CEFAZOLINA SÓDICA
cefazolina sódica,ANTIBIOTICOS SISTEMICOS SIMPLES,CEFAZOLINA SÓDICA
cefoxitina sódica,CEFALOSPORINAS,CEFOXITINA SÓDICA
ceftriaxona dissódica,CEFALOSPORINAS,CEFTRIAXONA +  CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
ceftriaxona dissódica hemieptaidratada,CEFALOSPORINAS,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA
ceftriaxona dissódica hemieptaidratada,CEFALOSPORINAS,CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA +  CLORIDRATO DE LIDOCAÍNA MONOIDRATADA 
ceftriaxona sódica,CEFALOSPORINAS,CEFTRIAXONA SÓDICA
cefuroxima sódica,ANTIBIOTICOS SISTEMICOS SIMPLES,CEFUROXIMA SÓDICA
celecoxibe,ANTINFLAMATORIOS,CELECOXIBE
cetoconazol,ANTIMICOTICO,CETOCONAZOL
cetoconazol,ANTIMICOTICOS SISTEMICOS,CETOCONAZOL
cetoconazol + betametasona + sulfato de neomicina,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,BETAMETASONA +  CETOCONAZOL +  SULFATO DE NEOMICINA
cetoconazol + dipropionato de betametasona,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
cetoconazol + dipropionato de betametasona + sulfato de neomicina,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
cetoconazol + dipropionato de betametasona + sulfato de neomicina,ANTIMICOTICOS PARA USO TOPICO,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
cetoconazol + dipropionato de betametasona + sulfato de neomicina,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
cetoconazol+ dipropionato de betametasona,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
cetoconazol+dipropionato de betametasona,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA
cetoconazol+dipropionato de betametasona+sulfato de neomicina,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA +  SULFATO DE NEOMICINA
cetoprofeno,ANTINFLAMATORIOS ANTIREUMATICOS,CETOPROFENO
cetoprofeno,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,CETOPROFENO
cetoprofeno,ANTINFLAMATORIOS ANTIREUMATICOS + CETOPROFENO,CETOPROFENO
cetorolaco de trometamol,ANTINFLAMATORIOS,TROMETAMOL CETOROLACO 
ciclopirox olamina,ANTIMICOTICOS PARA USO TOPICO,CICLOPIROX OLAMINA
ciclosporina,AGENTE IMUNOSUPRESSOR + IMUNOSUPRESSOR,CICLOSPORINA
cilostazol,ANTITROMBOTICO,CILOSTAZOL
cimetidina,ANTIULCEROSOS,CIMETIDINA
ciprofibrato,ANTILIPEMICOS,CIPROFIBRATO
ciprofloxacino,ANTIBIOTICOS SISTEMICOS SIMPLES,CIPROFLOXACINO
citalopram,ANTIDEPRESSIVOS,BROMIDRATO DE CITALOPRAM
citalopram,ANTIDEPRESSIVOS,CITALOPRAM
citrato de fentanila,ANALGESICOS NARCOTICOS,CITRATO DE FENTANILA
citrato de sildenafila,VASODILATADORES,CITRATO DE SILDENAFILA
citrato de tamoxifeno,ANTINEOPLASICO,CITRATO DE TAMOXIFENO
claquinona,DESMELANIZANTES,HIDROQUINONA
claritromicina,MACROLIDEOS,CLARITROMICINA
claritromicina,ANTIBIOTICOS SISTEMICOS SIMPLES,CLARITROMICINA
claritromicina,MACROLÍDEOS,CLARITROMICINA
clonazepam,ANTICONVULSIVANTES,CLONAZEPAM
clonixinato de lisina,ANTINFLAMATORIOS,CLONIXINATO DE LISINA
clonixinato de lisina + cloridrato de ciclobenzaprin,ANALGESICOS,CLONIXINATO DE LISINA +  CLORIDRATO DE CICLOBENZAPRINA
cloridarto de memantina,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,CLORIDRATO DE MEMANTINA
cloridrato de ambroxol,EXPECTORANTES BALSAMICOS E MUCOLITICO,CLORIDRATO DE AMBROXOL
cloridrato de amilorida + hidroclorotiazida,ASSOCIACAO DE FARMACOS COM ACAO DIURETICA,CLORIDRATO DE AMILORIDA +  HIDROCLOROTIAZIDA
cloridrato de amiodarona,ANTIARRITMICOS,CLORIDRATO DE AMIODARONA
cloridrato de amitriptilina,ANTIDEPRESSIVOS,CLORIDRATO DE AMITRIPTILINA
cloridrato de benazepril,ANTI-HIPERTENSIVOS SIMPLES,CLORIDRATO DE BENAZEPRIL
cloridrato de bendamustina,ANTINEOPLASICOS CITOTOXICOS,CLORIDRATO DE BENDAMUSTINA
cloridrato de betaxolol,ANTIGLAUCOMATOSOS,
cloridrato de biperideno,ANTICONVULSIVANTES E ANTIPARKINSONIANOS,CLORIDRATO DE BIPERIDENO
cloridrato de bupivacaína hiperbárica,ANESTESICOS LOCAIS,CLORIDRATO DE BUPIVACAÍNA
cloridrato de bupropiona,ANTIDEPRESSIVOS,CLORIDRATO DE BUPROPIONA
